Short_Description_ru,Short_Description,Water_In_Grams,Energy_In_Kilogram_Calorie,Protein_In_Grams,Lipid_Tot_In_Grams,Ash_In_Grams,Carbohydrate_In_Grams,Fiber_TD_In_Grams,Sugar_Tot_In_Grams,Calcium_In_Miligrams,Iron_In_Miligrams,Magnesium_In_Miligrams,Phosphorus_In_Miligrams,Potassium_In_Miligrams,Sodium_In_Miligrams,Zinc_In_Miligrams,Copper_In_Miligrams,Manganese_In_Miligrams,Selenium_In_Micrograms,Vit_C_In_Miligrams,Thiamin_In_Miligrams,Riboflavin_In_Miligrams,Niacin_In_Miligrams,Panto_Acid_In_Miligrams,Vit_B6_In_Miligrams,Folate_Tot_In_Micrograms,Folic_Acid_In_Micrograms,Food_Folate_In_Micrograms,Folate_DFE_In_Micrograms,Choline_Tot_In_Miligrams,Vit_B12_In_Micrograms,Vit_A_In_International_Unit,Vit_A_In_Retinol_Activity_Equivalents,Retinol_In_Micrograms,Alpha_Carot_In_Micrograms,Beta_Carot_In_Micrograms,Beta_Crypt_In_Micrograms,Lycopene_In_Micrograms,Lut_And_Zea_In_Micrograms,Vit_E_In_Miligrams,Vit_D_In_Micrograms,Vit_D_In_International_Unit,Vit_K_In_Micrograms,FA_Sat_In_Grams,FA_Mono_In_Grams,FA_Poly_In_Grams,Cholesterol_In_Miligrams,Gram_Weight_1,Gram_Weight_Descritpion_1,Gram_Weight_2,Gram_Weight_Description_2,Refuse_Percent,Desk3,cluster
"суп,свансон,вег бульон","soup,swanson,veg broth",97.92,6,0.23,0.07,0.75,1.02,0.0,0.57,3.0,0.08,1.0,3.0,20.0,303.0,0.03,0.009000000000000001,0.005,0.0,0.4,0.02,0.015,0.11,0.06,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,289.0,14.0,0.0,75.0,136.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.031,0.006,0.004,0.0,220.0,1 cup,928.0,"1 carton, 32 oz",0.0,куриный бульон,cluster 21
"оборот, с напиткой из курицы или индеейки и овощей, красный жир, frz","turnover,chicken- or turkey-,& vegetable-filled,red fat,frz",63.32,168,7.87,5.51,1.56,21.74,3.1,3.94,157.0,2.13,31.0,161.0,167.0,276.0,1.04,0.11,0.0,18.9,0.0,0.234,0.196,3.053,0.0,0.231,48.0,19.0,29.0,61.0,8.5,0.14,222.0,40.0,35.0,3.0,61.0,1.0,0.0,201.0,0.43,0.1,3.0,13.4,2.756,1.4069999999999998,0.59,16.0,127.0,"1 piece, turnover 1 serving",0.0,0,0.0,куриный турновер,cluster 1
"курица, бройлеры или фритюрницы, грудка, мясо и скн, ckd, stwd","chicken,broilers or fryers,breast,meat&skn,ckd,stwd",66.21,184,27.39,7.42,0.84,0.0,0.0,0.0,13.0,0.92,22.0,156.0,178.0,62.0,0.97,0.044,0.018000000000000002,21.8,0.0,0.041,0.115,7.807,0.547,0.29,3.0,0.0,3.0,3.0,64.4,0.21,82.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.27,0.1,5.0,0.2,2.08,2.9,1.58,75.0,140.0,"1 cup, chopped or diced",66.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",18.0,курица,cluster 17
"курица,бройлеры или фритюрницы,грудка,только мясо,ckd,жареная","chicken,broilers or fryers,breast,meat only,ckd,fried",60.21,187,33.44,4.71,1.14,0.51,0.0,0.0,16.0,1.14,31.0,246.0,276.0,79.0,1.08,0.054000000000000006,0.021,26.2,0.0,0.079,0.125,14.782,1.04,0.64,4.0,0.0,4.0,4.0,95.9,0.37,23.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.42,0.1,5.0,2.4,1.29,1.72,1.07,91.0,52.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",86.0,".5 breast, bone and skin removed",27.0,курица,cluster 17
"курица, бройлеры или фритюрники, спинка, мясо и скн, ckd, жареный, flr","chicken,broilers or fryers,back,meat&skn,ckd,fried,flr",43.96,331,27.79,20.74,1.01,6.5,0.0,0.0,24.0,1.62,23.0,166.0,226.0,90.0,2.47,0.091,0.05,23.7,0.0,0.107,0.236,7.2970000000000015,1.093,0.3,15.0,7.0,8.0,20.0,0.0,0.28,123.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61,8.18,4.81,89.0,44.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",72.0,".5 back, bone removed",33.0,курица,cluster 17
"курица,каплуны,потроки,сырье","chicken,capons,giblets,raw",74.12,130,18.28,5.18,1.0,1.42,0.0,0.0,10.0,6.25,18.0,207.0,226.0,77.0,3.38,0.268,0.163,55.3,18.4,0.097,1.119,6.984,3.618,0.47,394.0,0.0,394.0,394.0,0.0,12.95,14566.0,4374.0,4374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,1.32,1.19,292.0,115.0,1 giblets,18.0,"1 unit,  (yield from 1 lb ready0to cook capon)",0.0,курица,cluster 17
"курица, бройлеры или фритюрницы, грудка, мясо и скн, ckd, грел,","chicken,broilers or fryers,breast,meat & skn,ckd,rotisserie,",63.49,184,27.48,8.18,1.72,0.02,0.0,0.02,15.0,0.55,26.0,255.0,289.0,347.0,0.92,0.043,0.017,30.6,0.0,0.078,0.133,9.397,1.408,0.299,11.0,0.0,11.0,11.0,61.9,0.32,41.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.114,3.548,1.166,96.0,85.0,"1 serving,  (3 oz)",28.35,1 oz,0.0,курица,cluster 17
"курица, бройлеры или фритюрницы, грудка, мясо и скн, ckd, жареное, тесто","chicken,broilers or fryers,breast,meat&skn,ckd,fried,batter",51.64,260,24.84,13.2,1.33,8.99,0.3,0.0,20.0,1.25,24.0,185.0,201.0,275.0,0.95,0.06,0.054000000000000006,28.0,0.0,0.115,0.146,10.523,0.823,0.43,15.0,9.0,6.0,21.0,64.8,0.3,67.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,1.06,0.1,6.0,2.4,3.52,5.46,3.08,85.0,84.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",140.0,".5 breast, bone removed",12.0,курица,cluster 17
"курица,консервы,без бульна","chicken,canned,no broth",64.9,185,25.3,8.1,0.8,0.9,0.0,0.0,14.0,1.3,19.0,153.0,153.0,482.0,2.5,0.05,0.0,18.4,0.0,0.0,0.1,2.4,0.0,0.19,2.0,0.0,2.0,2.0,73.8,1.0,177.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.32,0.1,5.0,2.3,2.25,3.279,1.978,50.0,28.0,1 oz,205.0,1 cup,0.0,курица,cluster 17
"курица, каплон, порошки, ckd, simmrd","chicken,capons,giblets,ckd,simmrd",66.54,164,26.39,5.4,0.91,0.76,0.0,0.0,13.0,6.8,20.0,235.0,153.0,55.0,4.67,0.294,0.192,95.0,9.0,0.095,1.061,4.12,3.2960000000000003,0.38,414.0,0.0,414.0,414.0,0.0,1.14,13266.0,3984.0,3984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,1.37,1.13,434.0,145.0,"1 cup, chopped or diced",11.0,"1 unit,  (yield from 1 lb ready0to cook capon)",0.0,курица,cluster 17
"курица, бройлеры или фритюрницы, спинка, мясо и скн, ckd, rstd","chicken,broilers or fryers,back,meat&skn,ckd,rstd",53.52,300,25.95,20.97,0.92,0.0,0.0,0.0,21.0,1.42,20.0,154.0,210.0,87.0,2.25,0.076,0.022,22.5,0.0,0.061,0.195,6.718,1.012,0.27,6.0,0.0,6.0,6.0,62.3,0.27,348.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.27,0.1,2.0,4.9,5.82,8.29,4.62,88.0,32.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",53.0,".5 back, bone removed",47.0,курица,cluster 17
проверить,chckn,66.14,151,30.54,3.17,1.33,0.0,0.0,0.0,5.0,0.45,34.0,258.0,391.0,52.0,0.9,0.042,0.012,28.4,0.0,0.107,0.213,12.133,1.71,1.157,0.0,0.0,0.0,0.0,111.4,0.21,32.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,1.0,0.0,0.992,1.212,0.764,104.0,85.0,3 oz,196.0,1 piece,0.0,курица,cluster 17
"chckn,brolr или fryrs,brst,sknlss,bnless,только мясо,ckd,гриль","chckn,brolr or fryrs,brst,sknlss,bnless,meat only,ckd,grilld",66.14,151,30.54,3.17,1.33,0.0,0.0,0.0,5.0,0.45,34.0,258.0,391.0,52.0,0.9,0.042,0.012,28.4,0.0,0.107,0.213,12.133,1.71,1.157,0.0,0.0,0.0,0.0,111.4,0.21,32.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,1.0,0.0,0.992,1.212,0.764,104.0,85.0,3 oz,196.0,1 piece,0.0,курица,cluster 17
"курица, бройлеры или фритюрницы, грудка, только мясо, ckd, stwd","chicken,broilers or fryers,breast,meat only,ckd,stwd",68.27,151,28.98,3.03,0.91,0.0,0.0,0.0,13.0,0.88,24.0,165.0,187.0,63.0,0.97,0.043,0.018000000000000002,22.3,0.0,0.042,0.119,8.469,0.573,0.33,3.0,0.0,3.0,3.0,78.5,0.23,19.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.27,0.1,5.0,0.2,0.85,1.03,0.66,77.0,140.0,"1 cup, chopped or diced",57.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",30.0,курица,cluster 17
"курица, бройлеры или фритюрницы, спинка, мясо и скн, ckd, stwd","chicken,broilers or fryers,back,meat&skn,ckd,stwd",60.93,258,22.18,18.14,0.64,0.0,0.0,0.0,18.0,1.22,16.0,120.0,145.0,64.0,1.93,0.063,0.02,19.9,0.0,0.043,0.151,4.343,0.696,0.15,5.0,0.0,5.0,5.0,51.1,0.18,308.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.27,0.1,2.0,4.1,5.02,7.13,4.0,78.0,85.0,3 oz,36.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",48.0,курица,cluster 17
"курица, бройлеры или фритюрницы, спинка, мясо и скн, сырое","chicken,broilers or fryers,back,meat&skn,raw",58.1,319,14.05,28.74,0.64,0.0,0.0,0.0,13.0,0.94,15.0,113.0,144.0,64.0,1.26,0.047,0.018000000000000002,12.1,1.6,0.051,0.116,4.835,0.8190000000000001,0.19,6.0,0.0,6.0,6.0,0.0,0.25,251.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,2.4,8.34,12.25,6.14,79.0,59.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",99.0,".5 back, bone removed",44.0,курица,cluster 17
"курица, бройлеры или фритюрники, грудка, мясо и скн, ckd, жареный, flr","chicken,broilers or fryers,breast,meat&skn,ckd,fried,flr",56.59,222,31.84,8.87,1.06,1.64,0.1,0.0,16.0,1.19,30.0,233.0,259.0,76.0,1.1,0.057,0.026,23.9,0.0,0.08199999999999999,0.131,13.742,1.001,0.58,6.0,2.0,4.0,7.0,0.0,0.34,50.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3.5,1.96,89.0,59.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",98.0,".5 breast, bone removed",17.0,курица,cluster 17
"курица, бройлеры или фритюрницы, грудка, мясо и скн, сырье","chicken,broilers or fryers,breast,meat&skn,raw",69.46,172,20.85,9.25,1.01,0.0,0.0,0.0,11.0,0.74,25.0,174.0,220.0,63.0,0.8,0.039,0.018000000000000002,16.6,0.0,0.063,0.085,9.908,0.804,0.53,4.0,0.0,4.0,4.0,67.1,0.34,83.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.27,0.4,16.0,0.0,2.66,3.82,1.96,64.0,87.0,".5 breast, bone removed (yield from 1 lb ready0to0cook chicken)",145.0,".5 breast, bone removed",20.0,курица,cluster 17
"курица, бройлеры или фритюрницы, грудка, мясо и скн, ckd, rstd","chicken,broilers or fryers,breast,meat&skn,ckd,rstd",62.44,197,29.8,7.78,0.99,0.0,0.0,0.0,14.0,1.07,27.0,214.0,245.0,71.0,1.02,0.05,0.018000000000000002,24.7,0.0,0.066,0.119,12.71,0.936,0.56,4.0,0.0,4.0,4.0,72.8,0.32,93.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.27,0.1,5.0,0.3,2.19,3.03,1.66,84.0,140.0,"1 cup, chopped or diced",58.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",19.0,курица,cluster 17
"цыпленок,бройлеры или фритюрницы,грудка,только мясо,ckd,rstd","chicken,broilers or fryers,breast,meat only,ckd,rstd",65.26,165,31.02,3.57,1.06,0.0,0.0,0.0,15.0,1.04,29.0,228.0,256.0,74.0,1.0,0.049,0.017,27.6,0.0,0.07,0.114,13.712,0.965,0.6,4.0,0.0,4.0,4.0,85.3,0.34,21.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.27,0.1,5.0,0.3,1.01,1.24,0.77,85.0,140.0,"1 cup, chopped or diced",52.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",28.0,курица,cluster 17
"куриные тендеры, в панеции, фрз, подготовка","chicken tenders,breaded,frz,prep",54.83,240,14.62,13.58,2.11,14.86,1.7,0.57,39.0,0.84,29.0,200.0,281.0,527.0,0.61,0.085,0.31,19.3,0.5,0.132,0.064,5.9170000000000025,0.647,0.338,28.0,7.0,20.0,33.0,46.2,0.18,40.0,7.0,5.0,0.0,9.0,7.0,0.0,44.0,2.22,0.1,3.0,17.7,2.437,4.081,6.235,36.0,21.0,1 piece,0.0,0,0.0,курица,cluster 17
"цыпленок,бройлеры или фритюрницы,спинка,только мясо,сырое","chicken,broilers or fryers,back,meat only,raw",75.31,137,19.56,5.92,0.92,0.0,0.0,0.0,17.0,1.04,22.0,151.0,204.0,82.0,1.85,0.06,0.021,13.5,0.0,0.07400000000000001,0.16399999999999998,6.6720000000000015,1.224,0.33,9.0,0.0,9.0,9.0,0.0,0.36,99.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,2.4,1.52,1.84,1.47,81.0,31.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",51.0,".5 back, bone and skin removed",71.0,курица,cluster 17
"курица, бройлеры или фритюрницы, мясо, шея, порошки и шея, сырье","chicken,broilers or fryers,meat&skn&giblets&neck,raw",66.34,213,18.33,14.83,0.8,0.13,0.0,0.0,11.0,1.31,20.0,149.0,189.0,70.0,1.48,0.064,0.029,11.8,2.6,0.061,0.18600000000000005,6.6389999999999985,1.072,0.34,30.0,0.0,30.0,30.0,0.0,1.11,771.0,232.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,6.08,3.19,90.0,85.0,3 oz,1046.0,1 chicken,31.0,курица,cluster 17
"курица, бройлеры или фритюрницы, мясо, скн, потрошки и шея, rstd","chicken,broilers or fryers,meat&skn&giblets&neck,rstd",60.11,234,26.78,13.27,0.9,0.06,0.0,0.0,15.0,1.66,23.0,182.0,212.0,79.0,2.16,0.08,0.031,15.9,0.5,0.063,0.224,7.907999999999999,1.128,0.38,29.0,0.0,29.0,29.0,73.3,0.94,636.0,191.0,191.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,2.4,3.7,5.17,2.9,107.0,85.0,3 oz,205.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",31.0,курица,cluster 17
"курица, бройлеры или фритюрницы, мясо, скн, порошки и шея, stwd","chicken,broilers or fryers,meat&skn&giblets&neck,stwd",64.04,216,24.49,12.37,0.76,0.06,0.0,0.0,14.0,1.53,19.0,144.0,163.0,66.0,1.98,0.071,0.029,15.9,0.5,0.048,0.201,5.3889999999999985,0.7959999999999999,0.22,27.0,0.0,27.0,27.0,0.0,0.79,579.0,174.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,4.82,2.7,97.0,85.0,3 oz,225.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",33.0,курица,cluster 17
"цыпленок,бройлеры или фритюрницы,спинка,только мясо,ckd,жареный","chicken,broilers or fryers,back,meat only,ckd,fried",47.87,288,29.99,15.32,1.15,5.68,0.0,0.0,26.0,1.65,25.0,176.0,251.0,99.0,2.8,0.095,0.047,19.9,0.0,0.109,0.253,7.68,1.198,0.35,9.0,0.0,9.0,9.0,0.0,0.31,98.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,5.73,3.64,93.0,35.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",58.0,".5 back, bone and skin removed",46.0,курица,cluster 17
"курица, бройлеры или фритюрницы, спинка, только мясо, ckd, грел, ori","chicken,broilers or fryers,back,meat only,ckd,rotisserie,ori",61.24,205,25.34,11.54,2.61,0.0,0.0,0.0,38.0,0.97,21.0,250.0,309.0,661.0,2.04,0.079,0.024,48.3,0.0,0.08,0.21,6.0,1.2,0.14,8.0,0.0,8.0,8.0,63.9,0.71,57.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3.007,4.898,1.7009999999999998,123.0,85.0,"1 serving,  (3 oz)",102.0,1 back,56.0,курица,cluster 17
"курица, бройлеры или фритюрницы, мясо и skn, ckd, жареное, тесто","chicken,broilers or fryers,meat&skn,ckd,fried,batter",49.39,289,22.54,17.35,1.3,9.42,0.3,0.0,21.0,1.37,21.0,155.0,185.0,292.0,1.67,0.07200000000000001,0.057,25.5,0.0,0.115,0.189,7.0429999999999975,0.889,0.31,18.0,10.0,8.0,25.0,63.5,0.28,93.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,1.24,0.2,7.0,2.4,4.61,7.09,4.1,87.0,85.0,3 oz,280.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",22.0,курица,cluster 17
"курица, dk meat, drustk, meat & skn, w/ добавленный солн, ckd, rstd","chicken,dk meat,drumstk,meat & skn,w/ added soln,ckd,rstd",65.97,180,24.72,9.0,1.16,0.05,0.0,0.0,13.0,1.11,20.0,194.0,244.0,186.0,2.5,0.079,0.01,29.5,0.0,0.096,0.276,5.684,1.141,0.385,4.0,0.0,4.0,4.0,109.5,0.43,39.0,12.0,12.0,0.0,0.0,0.0,0.0,88.0,0.26,0.2,7.0,0.0,2.656,4.058,2.177,128.0,129.0,"1 drumstick, with skin",91.0,"1 drumstick, without skin",66.0,курица,cluster 17
"курица, бройлеры или фритюрница, мясо, скн, потроки и шея, жареная, тесто","chicken,broiler or fryer,meat&skn&giblets&neck,fried,batter",49.29,291,22.84,17.53,1.31,9.03,0.0,0.0,21.0,1.79,21.0,158.0,190.0,284.0,1.91,0.08900000000000001,0.064,20.3,0.4,0.113,0.248,7.0829999999999975,1.039,0.32,32.0,9.0,23.0,38.0,0.0,0.83,603.0,181.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,7.13,4.15,103.0,85.0,3 oz,308.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",21.0,курица,cluster 17
"курица, бройлеры или фритюрницы, мясо и skn, ckd, жареный, flr","chicken,broilers or fryers,meat&skn,ckd,fried,flr",52.41,269,28.56,14.92,0.98,3.15,0.1,0.0,17.0,1.38,25.0,191.0,234.0,84.0,2.04,0.075,0.034,21.7,0.0,0.087,0.193,8.992,1.079,0.41,9.0,3.0,6.0,11.0,79.8,0.31,89.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.63,0.1,6.0,2.4,4.06,5.89,3.41,90.0,85.0,3 oz,188.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",29.0,курица,cluster 17
"цыпленок, бройлеров или фритюрников, мясо и skn, ckd, rstd","chicken,broilers or fryers,meat&skn,ckd,rstd",59.45,239,27.3,13.6,0.92,0.0,0.0,0.0,15.0,1.26,23.0,182.0,223.0,82.0,1.94,0.066,0.02,23.9,0.0,0.063,0.168,8.487,1.03,0.4,5.0,0.0,5.0,5.0,65.9,0.3,161.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,2.0,2.4,3.79,5.34,2.97,88.0,140.0,"1 cup, chopped or diced",178.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",33.0,курица,cluster 17
"курица, бройлеры или фритюрницы, мясо и skn, ckd, stwd","chicken,broilers or fryers,meat&skn,ckd,stwd",63.93,219,24.68,12.56,0.76,0.0,0.0,0.0,13.0,1.16,19.0,139.0,166.0,67.0,1.76,0.057,0.019,18.0,0.0,0.046,0.14800000000000002,5.5939999999999985,0.667,0.22,5.0,0.0,5.0,5.0,57.4,0.2,146.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,1.0,2.1,3.5,4.93,2.74,78.0,140.0,"1 cup, chopped or diced",200.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",34.0,курица,cluster 17
"курица,бройлеры или фритюрницы,шейка,только мясо,ckd,жареный","chicken,broilers or fryers,neck,meat only,ckd,fried",58.71,229,26.87,11.88,0.78,1.77,0.0,0.0,41.0,2.98,20.0,135.0,213.0,99.0,4.24,0.161,0.05,20.5,0.0,0.07,0.318,5.027,1.165,0.35,8.0,0.0,8.0,8.0,0.0,0.3,162.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.57,3.04,105.0,7.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",22.0,"1 neck, bone and skin removed",56.0,курица,cluster 17
"курица, dk meat, drustk, meat & skn, w/ добавленный солн, ckd, brsd","chicken,dk meat,drumstk,meat & skn,w/ added soln,ckd,brsd",67.06,183,21.55,10.71,1.09,0.13,0.0,0.0,14.0,0.76,20.0,162.0,218.0,165.0,2.11,0.046,0.014,27.9,0.0,0.076,0.14400000000000002,4.832,0.0,0.28800000000000003,4.0,0.0,4.0,4.0,64.7,0.3,40.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,3.0,3.3,2.923,4.58,2.242,133.0,106.0,"1 drumstick, with skin",95.0,"1 drumstick, without skin",30.0,курица,cluster 17
"курица, корнишская игра, мясо и скн, сырое","chicken,cornish game hens,meat&skn,raw",68.18,200,17.15,14.02,0.8,0.0,0.0,0.0,11.0,0.78,18.0,140.0,236.0,61.0,1.15,0.049,0.016,11.8,0.5,0.073,0.17,5.675,0.609,0.295,3.0,0.0,3.0,3.0,0.0,0.33,108.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,2.4,3.89,6.16,2.77,101.0,85.0,3 oz,168.0,.5 bird,39.0,курица,cluster 17
"курица, корнишская игра куры, мясо и skn, ckd, rstd","chicken,cornish game hens,meat&skn,ckd,rstd",58.68,259,22.27,18.21,1.04,0.0,0.0,0.0,13.0,0.91,18.0,146.0,245.0,64.0,1.49,0.061,0.015,15.5,0.5,0.067,0.199,5.897,0.593,0.307,2.0,0.0,2.0,2.0,56.5,0.28,106.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.36,0.1,2.0,2.4,5.05,8.0,3.6,131.0,85.0,3 oz,129.0,.5 bird,37.0,курица,cluster 17
"курица, корнишская игра, только мясо, сырое","chicken,cornish game hens,meat only,raw",75.84,116,20.04,3.33,0.9,0.0,0.0,0.0,12.0,0.74,21.0,160.0,269.0,68.0,1.31,0.053,0.017,15.8,0.6,0.092,0.21600000000000005,6.744,0.636,0.385,3.0,0.0,3.0,3.0,0.0,0.4,75.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,2.4,0.85,1.07,0.81,91.0,85.0,3 oz,120.0,.5 bird,57.0,курица,cluster 17
"курица, корнишская игра, только мясо, ckd, rstd","chicken,cornish game hens,meat only,ckd,rstd",71.9,134,23.3,3.87,1.04,0.0,0.0,0.0,13.0,0.77,19.0,149.0,250.0,63.0,1.53,0.059,0.015,20.8,0.6,0.075,0.227,6.273,0.555,0.358,2.0,0.0,2.0,2.0,66.3,0.3,65.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1,5.0,2.4,0.99,1.24,0.94,106.0,85.0,3 oz,110.0,.5 bird,46.0,курица,cluster 17
"курица, cnd, только мясо, с бульном","chicken,cnd,meat only,w/broth",68.65,165,21.77,7.95,1.81,0.0,0.0,0.0,14.0,1.58,12.0,111.0,138.0,503.0,1.41,0.046,0.015,15.8,2.0,0.015,0.129,6.329,0.85,0.35,4.0,0.0,4.0,4.0,64.0,0.29,117.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.26,0.1,5.0,1.8,2.2,3.15,1.75,62.0,142.0,"1 can,  (5 oz)",0.0,0,0.0,курица,cluster 17
"курица,каплуны,мясо и скн,сырье","chicken,capons,meat&skn,raw",63.24,234,18.77,17.07,0.96,0.0,0.0,0.0,11.0,1.09,21.0,183.0,217.0,45.0,1.17,0.05,0.02,14.6,1.7,0.064,0.127,7.273,0.965,0.36,6.0,0.0,6.0,6.0,0.0,0.34,129.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,2.4,4.95,7.31,3.62,75.0,85.0,3 oz,297.0,"1 unit,  (yield from 1 lb ready0to cook capon)",28.0,курица,cluster 17
"курица, каплон, мясо и скн, ckd, rstd","chicken,capons,meat&skn,ckd,rstd",58.7,229,28.96,11.65,1.04,0.0,0.0,0.0,14.0,1.49,24.0,246.0,255.0,49.0,1.74,0.069,0.021,21.6,0.0,0.07,0.17,8.947000000000003,1.104,0.43,6.0,0.0,6.0,6.0,0.0,0.33,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,4.75,2.52,86.0,85.0,3 oz,196.0,"1 unit,  (yield from 1 lb ready0to cook capon)",29.0,курица,cluster 17
"курица,каплуны,мясо,шея,посуроки,шея,сырье","chicken,capons,meat&skn&giblets&neck,raw",63.66,232,18.51,16.9,0.94,0.08,0.0,0.0,11.0,1.41,21.0,181.0,213.0,47.0,1.32,0.063,0.028,12.2,2.6,0.065,0.183,7.074,1.101,0.36,27.0,0.0,27.0,27.0,0.0,1.01,905.0,272.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89,7.16,3.6,87.0,85.0,3 oz,2152.0,1 capon,27.0,курица,cluster 17
"цыпленок,бройлеры или фритюрницы,спинка,только мясо,ckd,rstd","chicken,broilers or fryers,back,meat only,ckd,rstd",58.75,239,28.19,13.16,1.08,0.0,0.0,0.0,24.0,1.39,22.0,165.0,237.0,96.0,2.65,0.081,0.022,17.3,0.0,0.068,0.217,7.069,1.13,0.34,7.0,0.0,7.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,5.0,2.4,3.6,4.83,3.05,90.0,24.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",40.0,".5 back, bone and skin removed",60.0,курица,cluster 17
"цыпленок,бройлеры или фритюрницы,спинка,только мясо,ckd,stwd","chicken,broilers or fryers,back,meat only,ckd,stwd",64.33,209,25.31,11.19,0.73,0.0,0.0,0.0,21.0,1.27,17.0,130.0,158.0,67.0,2.38,0.071,0.02,16.5,0.0,0.047,0.173,4.556,0.836,0.2,7.0,0.0,7.0,7.0,0.0,0.21,90.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.27,0.1,5.0,2.4,3.04,4.02,2.62,85.0,26.0,"1 unit,  (yield from 1 lb ready0to0cook chicken)",42.0,".5 back, bone and skin removed",64.0,курица,cluster 17
